source_file	source_line	function	signature	source_owner	source_citation	target_branch	source_algorithm	source_fields_constants	source_side_effects	retail_classification	retail_va_or_empty	retail_name_or_empty	retail_evidence	retail_falsifier	rebuild_disposition	input_readiness	stable_key
SPtrSet.h	41	GenericSPtrSet::Next	* Next()	GenericSPtrSet	references/Onslaught/SPtrSet.h:41	all targets	Advance the internal iterator to next and return its item, or null.	mIterator->mNext	Mutates internal iterator state.	SOURCE_ANALOG	0x00406d30	CSPtrSet__Next	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/primary/A06.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/adversarial/B06.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A released body or ABI/field order that contradicts the bounded iterator shape, or source-coordinate evidence assigning the body elsewhere.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	NAMED_RETAIL_ANALOG_PRECISE_TARGET	SPtrSet.h:41:GenericSPtrSet::Next:* Next()
SPtrSet.h	43	GenericSPtrSet::Last	* Last()	GenericSPtrSet	references/Onslaught/SPtrSet.h:43	all targets	Return the last node's item without an empty guard.	mLast->mItem	None; null tail would fault.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:43:GenericSPtrSet::Last:* Last()
SPtrSet.h	70	SPtrSet::SPtrSet	SPtrSet()	SPtrSet	references/Onslaught/SPtrSet.h:70	all template instantiations	Construct the typed wrapper by invoking the generic empty constructor.	GenericSPtrSet base	Initializes base set state.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W008/primary/A08.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W008/adversarial/B08.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely assigns candidate CSPtrSet__ctor at 0x00505d00 to this universal wrapper row rather than one folded instantiation.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:70:SPtrSet::SPtrSet:SPtrSet()
SPtrSet.h	71	SPtrSet::SPtrSet	SPtrSet(const SPtrSet<T>& copy)	SPtrSet	references/Onslaught/SPtrSet.h:71	all template instantiations	Construct the typed wrapper through the generic copy constructor.	GenericSPtrSet base	Copies pointers and consumes free-list nodes.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this typed wrapper from candidate generic body CSPtrSet__CopyCtorFromSource at 0x004e5850.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:71:SPtrSet::SPtrSet:SPtrSet(const SPtrSet<T>& copy)
SPtrSet.h	72	SPtrSet::operator=	& operator = (SPtrSet<T>& copy)	SPtrSet	references/Onslaught/SPtrSet.h:72	all template instantiations	Forward assignment to the generic set and return this.	GenericSPtrSet::operator=	Replaces collection contents.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this typed wrapper from candidate generic body CSPtrSet__operator_assign at 0x004e58a0.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:72:SPtrSet::operator=:& operator = (SPtrSet<T>& copy)
SPtrSet.h	73	SPtrSet::Add	Add(T* ptr)	SPtrSet	references/Onslaught/SPtrSet.h:73	all template instantiations	Forward typed pointer insertion to generic head insertion.	GenericSPtrSet::Add	Adds one pointer at the head.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__AddToHead at 0x004e5a80.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:73:SPtrSet::Add:Add(T* ptr)
SPtrSet.h	74	SPtrSet::Append	Append(T* ptr)	SPtrSet	references/Onslaught/SPtrSet.h:74	all template instantiations	Forward typed pointer insertion to generic tail append.	GenericSPtrSet::Append	Adds one pointer at the tail.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__AddToTail at 0x004e5b20.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:74:SPtrSet::Append:Append(T* ptr)
SPtrSet.h	75	SPtrSet::Remove	Remove(T* ptr)	SPtrSet	references/Onslaught/SPtrSet.h:75	all template instantiations	Forward first-match typed removal to the generic set.	GenericSPtrSet::Remove	Removes at most one pointer.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__Remove at 0x004e5bd0.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:75:SPtrSet::Remove:Remove(T* ptr)
SPtrSet.h	76	SPtrSet::RemoveAll	RemoveAll()	SPtrSet	references/Onslaught/SPtrSet.h:76	all template instantiations	Forward clear to the generic set.	GenericSPtrSet::RemoveAll	Returns all nodes to the shared free list.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W002/primary/A11.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W002/adversarial/B11.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from canonical candidate CSPtrSet__Clear at 0x004e5c60 and its thunk at 0x0042f220.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:76:SPtrSet::RemoveAll:RemoveAll()
SPtrSet.h	77	SPtrSet::DeleteAll	DeleteAll()	SPtrSet	references/Onslaught/SPtrSet.h:77	all template instantiations	Delete every pointed-to object in iteration order, then clear all nodes.	FOR_ALL_ITEMS_IN; delete; RemoveAll	Destroys pointed-to objects and clears the set.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:77:SPtrSet::DeleteAll:DeleteAll()
SPtrSet.h	78	SPtrSet::Contains	Contains(T* ptr)	SPtrSet	references/Onslaught/SPtrSet.h:78	all template instantiations	Forward pointer membership test to the generic set.	GenericSPtrSet::Contains	None.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__Contains at 0x004e5c30.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:78:SPtrSet::Contains:Contains(T* ptr)
SPtrSet.h	79	SPtrSet::Size	Size()	SPtrSet	references/Onslaught/SPtrSet.h:79	all template instantiations	Forward entry-count query to the generic set.	GenericSPtrSet::Size	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:79:SPtrSet::Size:Size()
SPtrSet.h	80	SPtrSet::At	* At(int val)	SPtrSet	references/Onslaught/SPtrSet.h:80	all template instantiations	Forward indexed traversal and cast the returned pointer.	GenericSPtrSet::At	None.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/adversarial/B07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__At at 0x004e5c90.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:80:SPtrSet::At:* At(int val)
SPtrSet.h	81	SPtrSet::First	* First()	SPtrSet	references/Onslaught/SPtrSet.h:81	all template instantiations	Forward internal-iterator reset and cast the first pointer.	GenericSPtrSet::First	Mutates base iterator state.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/primary/A06.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/adversarial/B06.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__First at 0x00406d20.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:81:SPtrSet::First:* First()
SPtrSet.h	82	SPtrSet::Next	* Next()	SPtrSet	references/Onslaught/SPtrSet.h:82	all template instantiations	Forward internal-iterator advance and cast the next pointer.	GenericSPtrSet::Next	Mutates base iterator state.	CANDIDATE_UNRESOLVED			reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/primary/A06.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/adversarial/B06.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Template-instantiation or source-coordinate evidence that uniquely distinguishes this inline typed forwarder from candidate generic body CSPtrSet__Next at 0x00406d30.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.h:82:SPtrSet::Next:* Next()
SPtrSet.h	83	SPtrSet::Last	* Last()	SPtrSet	references/Onslaught/SPtrSet.h:83	all template instantiations	Forward and cast the last pointer.	GenericSPtrSet::Last	None; empty set would fault.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:83:SPtrSet::Last:* Last()
SPtrSet.h	93	GenericListIterator::GenericListIterator	GenericListIterator(GenericSPtrSet* list)	GenericListIterator	references/Onslaught/SPtrSet.h:93	all targets	Bind an external iterator to one generic pointer set.	mForList=list	Initializes iterator owner.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:93:GenericListIterator::GenericListIterator:GenericListIterator(GenericSPtrSet* list)
SPtrSet.h	94	GenericListIterator::First	* First()	GenericListIterator	references/Onslaught/SPtrSet.h:94	all targets	Set external cursor to the owner's head and return its item, or null.	mCurrent; mForList->mFirst	Mutates external cursor state.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:94:GenericListIterator::First:* First()
SPtrSet.h	95	GenericListIterator::Next	* Next()	GenericListIterator	references/Onslaught/SPtrSet.h:95	all targets	Advance external cursor and return its item, or null.	mCurrent->mNext	Mutates external cursor state.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:95:GenericListIterator::Next:* Next()
SPtrSet.h	106	ListIterator::ListIterator	ListIterator(SPtrSet<T>* list)	ListIterator	references/Onslaught/SPtrSet.h:106	all template instantiations	Construct a typed external iterator over the generic base set.	GenericListIterator base	Initializes iterator owner.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:106:ListIterator::ListIterator:ListIterator(SPtrSet<T>* list)
SPtrSet.h	107	ListIterator::First	* First()	ListIterator	references/Onslaught/SPtrSet.h:107	all template instantiations	Forward external cursor reset and cast the first pointer.	GenericListIterator::First	Mutates external cursor state.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:107:ListIterator::First:* First()
SPtrSet.h	108	ListIterator::Next	*      Next()	ListIterator	references/Onslaught/SPtrSet.h:108	all template instantiations	Forward external cursor advance and cast the next pointer.	GenericListIterator::Next	Mutates external cursor state.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:108:ListIterator::Next:*      Next()
