stable_key	status	retail_classification	retail_va	retail_analog	evidence	boundary	falsifier
ltshell.h:202:PCLTShell::ForceTS:ForceTS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned AST inventory	Same file/function label has multiple line/signature definitions; do not collapse overloads or conditional bodies. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:204:PCLTShell::ForceRS:ForceRS(D3DRENDERSTATETYPE state, DWORD value)	SOURCE_DIVERGES	SOURCE_ANALOG	0x00513c20	RenderState_SetRaw	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	The selected non-LT_DEBUG source branch unconditionally writes the render-state cache and device; retail has the same raw-setter envelope through its D3D9 slot, without proving source-body equality.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:205:PCLTShell::ForceTS:ForceTS(DWORD stage, D3DTEXTURESTAGESTATETYPE type, DWORD val)	SOURCE_DIVERGES	SOURCE_ANALOG	0x00513870	D3DStateCache__SetStateRaw	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A01.md;reverse-engineering/ghidra-functions.md	The selected non-LT_DEBUG ForceTS branch is a raw stage-state write; retail's measured D3D9 SetTextureStageState helper has the same force-write envelope but a different API/cache layout.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:208:PCLTShell::SRS_Ret:SRS_Ret(D3DRENDERSTATETYPE state, DWORD value)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:221:PCLTShell::D3D_SetTexture:D3D_SetTexture(  UINT Name, IDirect3DBaseTexture8* pTexture)	SOURCE_DIVERGES	SOURCE_ANALOG	0x00513a50	retail cached SetTexture helper (current false label CEngine__SetRenderStateCached)	reverse-engineering/ghidra-functions.md;reverse-engineering/delta.md;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	The source avoids duplicate SetTexture calls with an eight-slot pointer cache. Retail does the same through D3D9 slot +0x104; the tracked current label is explicitly known false, so only the measured cached-SetTexture role is claimed.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:222:PCLTShell::D3D_SetVertexShader:D3D_SetVertexShader( DWORD Handle)	SOURCE_DIVERGES	SOURCE_ANALOG	0x00513e90	CEngine__SetVertexShaderHandleCached	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A02.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/adversarial/B02.md;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Bounded name/body-role alias: both paths suppress duplicate vertex-shader-handle dispatch; the retail D3D9 ABI and cache ownership are not equated to the D3D8 source.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:240:PCLTShell::D3D_CreateCubeTexture:D3D_CreateCubeTexture(  UINT EdgeLength, UINT Levels, DWORD Usage, D3DFORMAT Format, D3DPOOL Pool, IDirect3DCubeTexture8** ppCubeTexture)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:243:PCLTShell::D3D_ReleaseTexture:D3D_ReleaseTexture(IDirect3DTexture8* pTexture, void *pData)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:258:PCLTShell::D3D_SetGammaRamp:D3D_SetGammaRamp(DWORD flags,CONST D3DGAMMARAMP *pRamp)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:259:PCLTShell::D3D_GetGammaRamp:D3D_GetGammaRamp(D3DGAMMARAMP *pRamp)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:291:PCLTShell::xKeyOn:xKeyOn(int c)	SOURCE_AGREES	SOURCE_ANALOG	0x00515970	PlatformInput__GetKeyOn	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A04.md;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Source and retail both return the held-key table byte indexed by the requested key; table ownership and runtime repeat policy remain outside the static agreement.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:292:PCLTShell::xKeyOnce:xKeyOnce(int c)	SOURCE_AGREES	SOURCE_ANALOG	0x00515980	PlatformInput__ConsumeKeyOnce	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W009/primary/A04.md;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	Source and retail both read and clear a one-shot key table entry. Retail queue/repeat behavior beyond that local consume-and-clear shape remains unresolved.	A pristine body/ABI readback that contradicts the named bounded role, or a stronger source identity that owns this VA, falsifies this analog.
ltshell.h:295:PCLTShell::AddDeviceObject:AddDeviceObject(DeviceObject* devob)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:306:PCLTShell::JoyState:* JoyState(int padnumber)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:307:PCLTShell::OldJoyState:* OldJoyState(int padnumber)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:310:PCLTShell::JoyButtonOnce:JoyButtonOnce(int padnumber, int button)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:314:PCLTShell::JoyButtonOn:JoyButtonOn(int padnumber, int button)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:317:PCLTShell::JoyButtonRelease:JoyButtonRelease(int padnumber, int button)	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Multi-line/header body has no proven tracked target; inspect compiler emission/folding, callers, and ABI before classifying. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:323:PCLTShell::Running:Running()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:324:PCLTShell::SetRunning:SetRunning(bool inRunning)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:326:PCLTShell::GetWindowWidth:GetWindowWidth()	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ltshell.h:327:PCLTShell::GetWindowHeight:GetWindowHeight()	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCEngine.h:48:CPCEngine::GetSky:* GetSky()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:50:CPCEngine::GetSky:* GetSky()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:53:CPCEngine::GetDefaultTexture:*GetDefaultTexture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:55:CPCEngine::GetScreenTexture:*GetScreenTexture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:56:CPCEngine::TriggerScreenCapture:TriggerScreenCapture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:57:CPCEngine::TriggerPartialScreenCapture:TriggerPartialScreenCapture(int top,int bottom)	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:64:CPCEngine::ToggleHudAlphaMode:ToggleHudAlphaMode()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:65:CPCEngine::HudAditive:HudAditive()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:67:CPCEngine::GetOutlineTexture:* GetOutlineTexture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:68:CPCEngine::GetOpaqueTexture:* GetOpaqueTexture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCEngine.h:97:CPCEngine::GetWaterTexture:* GetWaterTexture()	NOT_SELECTED_TARGET	NOT_IN_RETAIL			references/Onslaught/engine.h;references/Onslaught/ltshell.h;references/Onslaught/DXEngine.cpp;reverse-engineering/source-code/stuart-source-synthesis.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	engine.h:229-232 selects CDXEngine under _DIRECTX; the legacy CPCEngine alternate is not the active retail/source backend.	A retail vtable/source-path/build-flag witness proving this exact alternate definition was selected falsifies the target exclusion.
PCPlatform.h:103:CPCPlatform::SetGeforce3:SetGeforce3(BOOL f)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:104:CPCPlatform::IsGeforce3:IsGeforce3()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:106:CPCPlatform::SetMemorySize:SetMemorySize(long size)	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:107:CPCPlatform::GetMemorySize:GetMemorySize()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:119:CPCPlatform::Font:* Font()	RETAIL_UNRESOLVED	NO_MATCH_FOUND			pinned AST inventory + current crosswalk	Same qualified source function is defined at another file/line (typically a selected preprocessor branch); determine build membership first. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:120:CPCPlatform::DebugFont:* DebugFont()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:121:CPCPlatform::SmallFont:* SmallFont()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
PCPlatform.h:122:CPCPlatform::TitleFont:* TitleFont()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ResourceAccumulator.h:77:CResourceAccumulator::GetResourceID:GetResourceID()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ResourceAccumulator.h:79:CResourceAccumulator::GetTargetPlatform:GetTargetPlatform()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
ResourceAccumulator.h:81:CResourceAccumulator::GetTargetLevel:GetTargetLevel()	SOURCE_ONLY	NO_MATCH_FOUND			pinned source;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted semantic tables;bounded owner aliases	Simple inline/header body has no named or promoted semantic target after direct and bounded-owner-alias search; candidate bounded NO_MATCH only, not binary absence. W5 cold recheck preserved an empty VA after current name-table, closure, W008/W009, promoted shell semantics, and bounded method-alias review.	A line/signature-specific pristine body, ABI/vtable placement, caller/xref chain, or controlled runtime witness that resolves this exact definition falsifies the bounded no-match.
